"File","Line","Pattern","Code"
"Nalix.Abstractions\IniCommentAttribute.cs","29","throw new","throw new ArgumentException(""Comment cannot be null or white space."", nameof(comment));"
"Nalix.Abstractions\Exceptions\ExceptionClassifier.cs","26","throw new","throw new ArgumentNullException(nameof(ex));"
"Nalix.Abstractions\Networking\Packets\MemoryPacket.cs","30","throw new","set => throw new NotSupportedException(""MemoryPacket header is read-only."");"
"Nalix.Abstractions\Networking\Packets\PacketConcurrencyLimitAttribute.cs","40","throw new","throw new ArgumentOutOfRangeException(nameof(max), max, ""Concurrency max must be greater than 0."");"
"Nalix.Abstractions\Networking\Packets\PacketConcurrencyLimitAttribute.cs","45","throw new","throw new ArgumentOutOfRangeException(nameof(queueMax), queueMax, ""Queue max cannot be negative."");"
"Nalix.Abstractions\Networking\Packets\PacketOpcodeAttribute.cs","48","throw new","throw new ArgumentException(""The opcode value must be an enum value."", nameof(opcode));"
"Nalix.Abstractions\Networking\Packets\PacketOpcodeAttribute.cs","55","throw new","throw new ArgumentOutOfRangeException("
"Nalix.Abstractions\Networking\Sessions\SessionEntry.cs","30","throw new","this.Snapshot = snapshot ?? throw new ArgumentNullException(nameof(snapshot));"
"Nalix.Abstractions\Primitives\Bytes32.cs","49","throw new","throw new ArgumentException(""Source must be at least 32 bytes."", nameof(source));"
"Nalix.Abstractions\Primitives\Bytes32.cs","84","throw new","throw new ArgumentException(""Destination must be at least 32 bytes."", nameof(destination));"
"Nalix.Abstractions\Primitives\Bytes32.cs","159","throw new","throw new FormatException(""The hex string must be exactly 64 characters long."");"
"Nalix.Abstractions\Primitives\Bytes32.cs","169","throw new","throw new FormatException(""Invalid hex character or format."", ex);"
"Nalix.Abstractions\Primitives\Bytes32.cs","177","throw new","throw new FormatException(""Invalid hex character."");"
"Nalix.Codec\DataFrames\PacketBase.cs","93","catch\s*\(\s*Exception","catch (Exception ex) when ("
"Nalix.Codec\DataFrames\PacketBase.cs","103","throw;","throw;"
"Nalix.Codec\DataFrames\PacketBase.cs","155","throw new","=> throw new InvalidOperationException("
"Nalix.Codec\DataFrames\PacketBase.cs","161","throw new","=> throw new SerializationFailureException("
"Nalix.Codec\DataFrames\PacketBase.cs","229","throw new","=> throw new ArgumentException("
"Nalix.Codec\DataFrames\PacketBase.cs","235","throw new","=> throw new ArgumentException("
"Nalix.Codec\DataFrames\PacketBase.cs","261","throw new","=> throw new ArgumentException($""Cannot deserialize {typeof(TSelf).Name}: buffer is empty."");"
"Nalix.Codec\DataFrames\PacketBase.cs","266","throw new","=> throw new SerializationFailureException("
"Nalix.Codec\DataFrames\PacketBase.cs","272","throw new","=> throw new SerializationFailureException("
"Nalix.Codec\DataFrames\PacketRegistry.cs","226","throw new","throw new InternalErrorException($""[PacketRegistry] OpCode collision! {opcode}: {oldName} vs {name}"");"
"Nalix.Codec\DataFrames\PacketRegistry.cs","254","throw new","throw new ArgumentException("
"Nalix.Codec\DataFrames\PacketRegistry.cs","260","throw new","PacketDeserializer? deserializer = Volatile.Read(ref table[header.OpCode]) ?? throw new InvalidOperationException("
"Nalix.Codec\DataFrames\PacketRegistry.cs","293","catch\s*\(\s*Exception","catch (Exception ex) when (ex is ArgumentException or InvalidOperationException or SerializationFailureException)"
"Nalix.Codec\DataFrames\PacketRegistry.cs","317","catch\s*\(\s*Exception","catch (Exception ex) when (ex is ArgumentException or InvalidOperationException or SerializationFailureException)"
"Nalix.Codec\DataFrames\PacketRegistry.cs","333","throw new","?? throw new InvalidOperationException(""PacketRegistry is not built. Call PacketRegistry.Build() after all packet assemblies are loaded."");"
"Nalix.Codec\Extensions\DataReaderExtensions.cs","250","Throw\.","Throw.LengthOutOfRange();"
"Nalix.Codec\Extensions\DataWriterExtensions.cs","118","throw new","throw new NotSupportedException($""Enum size {size} is not supported."");"
"Nalix.Codec\Extensions\EnumExtensions.cs","34","throw new","throw new ArgumentException("
"Nalix.Codec\Extensions\EnumExtensions.cs","72","throw new","throw new NotSupportedException("
"Nalix.Codec\Extensions\EnumExtensions.cs","94","throw new","throw new ArgumentException("
"Nalix.Codec\Extensions\EnumExtensions.cs","132","throw new","throw new NotSupportedException("
"Nalix.Codec\Internal\Memory\SpanOps.cs","97","throw new","=> throw new ArgumentOutOfRangeException(""value"", ""WriteVarInt does not support negative values."");"
"Nalix.Codec\LZ4\LZ4BlockEncoder.cs","99","throw new","throw new ArgumentNullException(nameof(inputBase));"
"Nalix.Codec\LZ4\LZ4BlockEncoder.cs","104","throw new","throw new ArgumentNullException(nameof(outputBase));"
"Nalix.Codec\LZ4\LZ4BlockEncoder.cs","109","throw new","throw new ArgumentNullException(nameof(hashTable));"
"Nalix.Codec\LZ4\LZ4Codec.cs","77","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Codec\LZ4\LZ4Codec.cs","80","throw;","throw;"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","74","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","77","throw;","throw;"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","96","Throw\.","Throw.InvalidHeader();"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","103","Throw\.","Throw.InvalidHeader();"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","108","Throw\.","Throw.InvalidHeader();"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","113","Throw\.","Throw.InvalidHeader();"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","118","Throw\.","Throw.InvalidHeader();"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","128","Throw\.","Throw.OutputBufferTooSmall();"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","157","Throw\.","Throw.CorruptPayload();"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","168","Throw\.","Throw.CorruptPayload();"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","184","Throw\.","Throw.CorruptPayload();"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","192","Throw\.","Throw.CorruptPayload();"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","202","Throw\.","Throw.CorruptPayload();"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","213","Throw\.","Throw.CorruptPayload();"
"Nalix.Codec\LZ4\Engine\LZ4Decoder.cs","223","Throw\.","Throw.CorruptPayload();"
"Nalix.Codec\LZ4\Engine\LZ4Encoder.cs","67","Throw\.","Throw.EncoderOutputBufferTooSmall();"
"Nalix.Codec\Options\CompressionOptions.cs","61","throw new","throw new System.ComponentModel.DataAnnotations.ValidationException("
"Nalix.Codec\Security\EnvelopeCipher.cs","125","throw new","CipherSuiteType.None or _ => throw new CipherException($""Unsupported cipher suite '{type}' for nonce length."")"
"Nalix.Codec\Security\EnvelopeCipher.cs","171","throw new","CipherSuiteType.None or _ => throw new CipherException($""Unsupported cipher suite '{type}' for tag length."")"
"Nalix.Codec\Security\EnvelopeCipher.cs","238","throw new","throw new CipherException($""Unsupported cipher type '{algorithm}'."");"
"Nalix.Codec\Security\EnvelopeCipher.cs","295","throw new","throw new CipherException("
"Nalix.Codec\Security\EnvelopeCipher.cs","313","throw new","throw new CipherException($""Unsupported cipher type '{env.AeadType}'."");"
"Nalix.Codec\Security\HandshakeX25519.cs","176","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Codec\Security\HandshakeX25519.cs","179","throw;","throw;"
"Nalix.Codec\Security\Aead\ChaCha20Poly1305.cs","101","Throw\.","Throw.InvalidKeyLength();"
"Nalix.Codec\Security\Aead\ChaCha20Poly1305.cs","106","Throw\.","Throw.InvalidNonceLength();"
"Nalix.Codec\Security\Aead\ChaCha20Poly1305.cs","111","Throw\.","Throw.OutputLengthMismatch();"
"Nalix.Codec\Security\Aead\ChaCha20Poly1305.cs","116","Throw\.","Throw.InvalidTagLength();"
"Nalix.Codec\Security\Aead\ChaCha20Poly1305.cs","183","Throw\.","Throw.InvalidKeyLength();"
"Nalix.Codec\Security\Aead\ChaCha20Poly1305.cs","188","Throw\.","Throw.InvalidNonceLength();"
"Nalix.Codec\Security\Aead\ChaCha20Poly1305.cs","193","Throw\.","Throw.InvalidTagLength();"
"Nalix.Codec\Security\Aead\ChaCha20Poly1305.cs","198","Throw\.","Throw.OutputLengthMismatch();"
"Nalix.Codec\Security\Aead\Salsa20Poly1305.cs","86","Throw\.","Throw.InvalidKeyLength();"
"Nalix.Codec\Security\Aead\Salsa20Poly1305.cs","90","Throw\.","Throw.InvalidNonceLength();"
"Nalix.Codec\Security\Aead\Salsa20Poly1305.cs","95","Throw\.","Throw.OutputLengthMismatch();"
"Nalix.Codec\Security\Aead\Salsa20Poly1305.cs","100","Throw\.","Throw.InvalidTagLength();"
"Nalix.Codec\Security\Aead\Salsa20Poly1305.cs","170","Throw\.","Throw.InvalidKeyLength();"
"Nalix.Codec\Security\Aead\Salsa20Poly1305.cs","174","Throw\.","Throw.InvalidNonceLength();"
"Nalix.Codec\Security\Aead\Salsa20Poly1305.cs","179","Throw\.","Throw.InvalidTagLength();"
"Nalix.Codec\Security\Aead\Salsa20Poly1305.cs","184","Throw\.","Throw.OutputLengthMismatch();"
"Nalix.Codec\Security\Asymmetric\X25519.Curve.cs","42","throw new","throw new System.ArgumentException(""Length of scalar must be at least 32"", nameof(scalar));"
"Nalix.Codec\Security\Asymmetric\X25519.Curve.cs","47","throw new","throw new System.ArgumentException(""Length of point must be at least 32"", nameof(point));"
"Nalix.Codec\Security\Asymmetric\X25519.Curve.cs","63","throw new","? throw new System.InvalidOperationException(""Bad input point: low order point"")"
"Nalix.Codec\Security\Asymmetric\X25519.FieldElement.cs","52","throw new","_ => throw new System.ArgumentOutOfRangeException(nameof(i))"
"Nalix.Codec\Security\Asymmetric\X25519.FieldElement.cs","71","throw new","default: throw new System.ArgumentOutOfRangeException(nameof(i));"
"Nalix.Codec\Security\Engine\AeadEngine.cs","91","throw new","throw new System.ArgumentException("
"Nalix.Codec\Security\Engine\AeadEngine.cs","135","Throw\.","Throw.UnsupportedAlgorithm();"
"Nalix.Codec\Security\Engine\AeadEngine.cs","186","throw new","throw new System.ArgumentException(""The destination plaintext buffer is too small for the decrypted payload."", nameof(plaintext));"
"Nalix.Codec\Security\Engine\AeadEngine.cs","221","Throw\.","Throw.UnsupportedAlgorithm();"
"Nalix.Codec\Security\Engine\AeadEngine.cs","227","Throw\.","Throw.AeadAuthenticationFailed();"
"Nalix.Codec\Security\Engine\SymmetricEngine.cs","89","Throw\.","Throw.UnsupportedAlgorithm();"
"Nalix.Codec\Security\Engine\SymmetricEngine.cs","152","throw new","throw new System.ArgumentException("
"Nalix.Codec\Security\Hashing\HmacKeccak256.cs","28","throw new","throw new ArgumentException($""Output buffer must be at least {HashSize} bytes."", nameof(output));"
"Nalix.Codec\Security\Hashing\Keccak256.cs","179","throw new","throw new ArgumentException("
"Nalix.Codec\Security\Hashing\Poly1305.cs","213","throw new","throw new System.ArgumentException("
"Nalix.Codec\Security\Hashing\Poly1305.cs","262","throw new","throw new System.ArgumentException("
"Nalix.Codec\Security\Hashing\Poly1305.cs","268","throw new","throw new System.ArgumentException("
"Nalix.Codec\Security\Hashing\Poly1305.cs","343","throw new","throw new System.ArgumentException("
"Nalix.Codec\Security\Hashing\Poly1305.cs","377","throw new","throw new System.ArgumentException("
"Nalix.Codec\Security\Hashing\Poly1305.cs","438","throw new","throw new System.InvalidOperationException("
"Nalix.Codec\Security\Hashing\Poly1305.cs","493","Throw\.","/// After finalization, further <see cref=""Update""/> calls will throw."
"Nalix.Codec\Security\Hashing\Poly1305.cs","511","throw new","throw new System.ArgumentException("
"Nalix.Codec\Security\Hashing\Poly1305.cs","517","throw new","throw new System.InvalidOperationException("
"Nalix.Codec\Security\Hashing\Poly1305.cs","653","throw new","throw new System.ObjectDisposedException("
"Nalix.Codec\Security\Internal\EnvelopeFormat.cs","54","throw new","throw new CipherException($""Envelope too short: length={blob.Length}, required>={HeaderSize} (header)."");"
"Nalix.Codec\Security\Internal\EnvelopeFormat.cs","59","throw new","throw new CipherException($""Invalid envelope header: unable to decode (length={blob.Length})."");"
"Nalix.Codec\Security\Internal\EnvelopeFormat.cs","66","throw new","throw new CipherException($""Invalid nonce length: {nonceLen}."");"
"Nalix.Codec\Security\Internal\EnvelopeFormat.cs","71","throw new","throw new CipherException("
"Nalix.Codec\Security\Internal\EnvelopeFormat.cs","86","throw new","throw new CipherException("
"Nalix.Codec\Security\Internal\EnvelopeFormat.cs","93","throw new","throw new CipherException($""Invalid ciphertext length: {ctLen}."");"
"Nalix.Codec\Security\Internal\EnvelopeFormat.cs","141","throw new","throw new CipherException("
"Nalix.Codec\Security\Internal\EnvelopeFormat.cs","179","throw new","throw new CipherException("
"Nalix.Codec\Security\Internal\EnvelopeHeader.cs","83","throw new","throw new System.ArgumentException(""Destination too small for AEAD header."");"
"Nalix.Codec\Security\Internal\PBKDF2.cs","64","throw new","throw new System.ArgumentException(""Salt must be at least 8 bytes."", nameof(salt));"
"Nalix.Codec\Security\Internal\PBKDF2.cs","131","throw new","throw new System.ArgumentException(""Output buffer is too small."", nameof(output));"
"Nalix.Codec\Security\Symmetric\ChaCha20.cs","165","Throw\.","Throw.OutputLengthMismatch();"
"Nalix.Codec\Security\Symmetric\ChaCha20.cs","218","throw new","throw new System.ObjectDisposedException(nameof(ChaCha20), $""This {nameof(ChaCha20)} instance has been cleared."");"
"Nalix.Codec\Security\Symmetric\ChaCha20.cs","235","throw new","throw new CipherException($""Key length must be {KeySize}. Actual: {key.Length}"");"
"Nalix.Codec\Security\Symmetric\ChaCha20.cs","254","throw new","throw new CipherException($""Nonce length must be {NonceSize}. Actual: {nonce.Length}"");"
"Nalix.Codec\Security\Symmetric\ChaCha20.cs","306","throw new","throw new Abstractions.Exceptions.CipherException(""ChaCha20 block counter overflow. Maximum data limit (256 GiB) reached for a single key/nonce pair."");"
"Nalix.Codec\Security\Symmetric\ChaCha20.cs","342","throw new","throw new System.ArgumentOutOfRangeException(nameof(numBytes));"
"Nalix.Codec\Security\Symmetric\Salsa20.cs","52","throw new","throw new System.ArgumentException(""Output buffer is too small."", nameof(ciphertext));"
"Nalix.Codec\Security\Symmetric\Salsa20.cs","95","throw new","throw new System.ArgumentException(""Key must be 16 or 32 bytes (128 or 256 bits)."", nameof(key));"
"Nalix.Codec\Security\Symmetric\Salsa20.cs","100","throw new","throw new System.ArgumentException($""Nonce must be {NonceSize} bytes (64 bits). For 24-byte nonces, use XSalsa20."", nameof(nonce));"
"Nalix.Codec\Serialization\FormatterProvider.cs","189","throw new","?? throw new SerializationFailureException("
"Nalix.Codec\Serialization\FormatterProvider.cs","325","throw new","throw new SerializationFailureException($""Unsupported type: {type.FullName}"");"
"Nalix.Codec\Serialization\FormatterProvider.cs","429","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\FormatterProvider.cs","455","throw new","throw new SerializationFailureException($""No formatter registered for type {type}."");"
"Nalix.Codec\Serialization\FormatterProvider.cs","673","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\FormatterProvider.cs","705","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\LiteSerializer.cs","103","Throw\.","Throw.Overflow();"
"Nalix.Codec\Serialization\LiteSerializer.cs","149","throw new","throw new SerializationFailureException($""TYPE {typeof(T).FullName} is not serializable."");"
"Nalix.Codec\Serialization\LiteSerializer.cs","184","Throw\.","Throw.BufferTooSmall();"
"Nalix.Codec\Serialization\LiteSerializer.cs","202","Throw\.","Throw.BufferTooSmall();"
"Nalix.Codec\Serialization\LiteSerializer.cs","219","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\LiteSerializer.cs","254","Throw\.","Throw.BufferTooSmall();"
"Nalix.Codec\Serialization\LiteSerializer.cs","277","Throw\.","Throw.BufferTooSmall();"
"Nalix.Codec\Serialization\LiteSerializer.cs","292","Throw\.","Throw.BufferTooSmall();"
"Nalix.Codec\Serialization\LiteSerializer.cs","302","Throw\.","Throw.BufferTooSmall();"
"Nalix.Codec\Serialization\LiteSerializer.cs","329","Throw\.","Throw.BufferTooSmall();"
"Nalix.Codec\Serialization\LiteSerializer.cs","364","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\LiteSerializer.cs","397","Throw\.","Throw.EmptyBuffer();"
"Nalix.Codec\Serialization\LiteSerializer.cs","439","Throw\.","Throw.EmptyBuffer();"
"Nalix.Codec\Serialization\LiteSerializer.cs","469","Throw\.","Throw.EmptyBuffer();"
"Nalix.Codec\Serialization\LiteSerializer.cs","509","Throw\.","Throw.EmptyBuffer();"
"Nalix.Codec\Serialization\LiteSerializer.cs","534","Throw\.","Throw.EmptyBuffer();"
"Nalix.Codec\Serialization\LiteSerializer.cs","541","Throw\.","Throw.EndOfStream();"
"Nalix.Codec\Serialization\LiteSerializer.cs","560","throw new","?? throw new SerializationFailureException("
"Nalix.Codec\Serialization\LiteSerializer.cs","572","Throw\.","Throw.EndOfStream();"
"Nalix.Codec\Serialization\LiteSerializer.cs","580","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\LiteSerializer.cs","589","Throw\.","Throw.EndOfStream();"
"Nalix.Codec\Serialization\LiteSerializer.cs","656","Throw\.","Throw.EmptyBuffer();"
"Nalix.Codec\Serialization\LiteSerializer.cs","663","Throw\.","Throw.EndOfStream();"
"Nalix.Codec\Serialization\LiteSerializer.cs","682","throw new","?? throw new SerializationFailureException("
"Nalix.Codec\Serialization\LiteSerializer.cs","694","Throw\.","Throw.EndOfStream();"
"Nalix.Codec\Serialization\LiteSerializer.cs","702","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\LiteSerializer.cs","711","Throw\.","Throw.EndOfStream();"
"Nalix.Codec\Serialization\LiteSerializer.cs","776","Throw\.","Throw.EmptyBuffer();"
"Nalix.Codec\Serialization\LiteSerializer.cs","779","throw new","IFillableFormatter<T>? fillable = RootFormatterCache<T>.Fillable ?? throw new SerializationFailureException("
"Nalix.Codec\Serialization\LiteSerializer.cs","785","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\LiteSerializer.cs","806","Throw\.","Throw.EmptyBuffer();"
"Nalix.Codec\Serialization\LiteSerializer.cs","809","throw new","IFillableFormatter<T>? fillable = RootFormatterCache<T>.Fillable ?? throw new SerializationFailureException("
"Nalix.Codec\Serialization\LiteSerializer.cs","813","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\LiteSerializer.cs","859","throw new","?? throw new SerializationFailureException($""Type '{typeof(T).FullName}' is not an array.""), length)"
"Nalix.Codec\Serialization\LiteSerializer.cs","880","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\Formatters\Collections\ArrayFormatter.cs","56","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\Formatters\Collections\DictionaryFormatter.cs","94","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\Formatters\Collections\EnumArrayFormatter.cs","58","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\Formatters\Collections\EnumListFormatter.cs","64","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\Formatters\Collections\HashSetFormatter.cs","82","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\Formatters\Collections\ListFormatter.cs","57","throw new","throw new Abstractions.Exceptions.SerializationFailureException("
"Nalix.Codec\Serialization\Formatters\Collections\QueueFormatter.cs","81","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\Formatters\Collections\StackFormatter.cs","78","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\Formatters\Primitives\EnumFormatter.cs","197","throw new","_ => throw new SerializationFailureException($""Enum underlying type '{s_underlyingTypeCode}' is not supported.""),"
"Nalix.Codec\Serialization\Formatters\Primitives\MemoryFormatter.cs","97","Throw\.","Throw.LengthOutOfRange();"
"Nalix.Codec\Serialization\Formatters\Primitives\MemoryFormatter.cs","108","Throw\.","Throw.LengthOutOfRange();"
"Nalix.Codec\Serialization\Formatters\Primitives\NullableFormatter.cs","95","throw new","throw new SerializationFailureException(""Invalid nullable data!"");"
"Nalix.Codec\Serialization\Formatters\Primitives\StringArrayFormatter.cs","65","throw new","throw new SerializationFailureException(""The string array exceeds the maximum encodable length."");"
"Nalix.Codec\Serialization\Formatters\Primitives\StringArrayFormatter.cs","108","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\Formatters\Primitives\StringFormatter.cs","64","throw new","throw new SerializationFailureException($""String encoded size {byteCount} exceeds the allowed limit of {limit} (Config: Serialization.MaxStringLength)"");"
"Nalix.Codec\Serialization\Formatters\Primitives\StringFormatter.cs","116","throw new","throw new SerializationFailureException($""String length {length} out of range (Config: Serialization.MaxStringLength)"");"
"Nalix.Codec\Serialization\Formatters\Primitives\UnmanagedFormatter.cs","116","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\Formatters\Primitives\UnmanagedFormatter.cs","192","throw new","throw new SerializationFailureException("
"Nalix.Codec\Serialization\Internal\CollectionGuard.cs","17","Throw\.","Throw.LengthOutOfRange();"
"Nalix.Codec\Serialization\Internal\CollectionGuard.cs","23","Throw\.","Throw.Overflow();"
"Nalix.Codec\Serialization\Internal\CollectionGuard.cs","28","Throw\.","Throw.EndOfStream();"
"Nalix.Codec\Serialization\Internal\CollectionGuard.cs","38","Throw\.","Throw.LengthOutOfRange();"
"Nalix.Codec\Serialization\Internal\CollectionGuard.cs","44","Throw\.","Throw.Overflow();"
"Nalix.Codec\Serialization\Internal\CollectionGuard.cs","50","Throw\.","Throw.EndOfStream();"
"Nalix.Codec\Serialization\Internal\Types\TypeMetadata.Cache.cs","75","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Codec\Transforms\FrameCipher.cs","38","Throw\.","Throw.CiphertextFrameTooShort();"
"Nalix.Codec\Transforms\FrameCipher.cs","52","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Codec\Transforms\FrameCipher.cs","55","throw;","throw;"
"Nalix.Codec\Transforms\FrameCipher.cs","78","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Codec\Transforms\FrameCipher.cs","81","throw;","throw;"
"Nalix.Codec\Transforms\FrameCompression.cs","34","Throw\.","Throw.BufferTooSmallForPacket();"
"Nalix.Codec\Transforms\FrameCompression.cs","48","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Codec\Transforms\FrameCompression.cs","51","throw;","throw;"
"Nalix.Codec\Transforms\FrameCompression.cs","65","Throw\.","Throw.BufferTooSmallForPacket();"
"Nalix.Codec\Transforms\FrameCompression.cs","80","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Codec\Transforms\FrameCompression.cs","83","throw;","throw;"
"Nalix.Codec\Transforms\FramePipeline.cs","45","Throw\.","Throw.EncryptedButNoCipher();"
"Nalix.Codec\Transforms\FramePipeline.cs","50","Throw\.","Throw.EncryptedButNoKey();"
"Nalix.Codec\Transforms\FramePipeline.cs","62","Throw\.","Throw.EncryptedButNoCipher();"
"Nalix.Codec\Transforms\FramePipeline.cs","67","Throw\.","Throw.EncryptedButNoKey();"
"Nalix.Codec\Transforms\FramePipeline.cs","132","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Codec\Transforms\FramePipeline.cs","135","throw;","throw;"
"Nalix.Codec\Transforms\FramePipeline.cs","164","Throw\.","Throw.EncryptRequestedButNoCipher();"
"Nalix.Codec\Transforms\FramePipeline.cs","171","Throw\.","Throw.EncryptRequestedButNoSeq();"
"Nalix.Codec\Transforms\FramePipeline.cs","239","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Codec\Transforms\FramePipeline.cs","242","throw;","throw;"
"Nalix.Codec\Transforms\FrameTransformer.cs","103","Throw\.","Throw.SourceTooSmallForLZ4Header();"
"Nalix.Codec\Transforms\FrameTransformer.cs","115","Throw\.","Throw.InvalidDecompressedLength();"
"Nalix.Codec\Transforms\FrameTransformer.cs","146","Throw\.","Throw.EncryptionKeyEmpty();"
"Nalix.Codec\Transforms\FrameTransformer.cs","151","Throw\.","Throw.SourceTooSmall();"
"Nalix.Codec\Transforms\FrameTransformer.cs","156","Throw\.","Throw.DestinationTooSmall();"
"Nalix.Codec\Transforms\FrameTransformer.cs","194","Throw\.","Throw.EncryptionKeyEmpty();"
"Nalix.Codec\Transforms\FrameTransformer.cs","199","Throw\.","Throw.SourceTooSmall();"
"Nalix.Codec\Transforms\FrameTransformer.cs","204","Throw\.","Throw.DestinationTooSmall();"
"Nalix.Codec\Transforms\FrameTransformer.cs","234","Throw\.","Throw.BufferTooSmallForPacket();"
"Nalix.Codec\Transforms\FrameTransformer.cs","264","Throw\.","Throw.BufferTooSmallForPacket();"
"Nalix.Environment\Configuration\ConfigurationManager.cs","148","throw new","throw new InvalidOperationException("
"Nalix.Environment\Configuration\ConfigurationManager.cs","196","throw new","throw new ArgumentException("
"Nalix.Environment\Configuration\ConfigurationManager.cs","206","throw new","throw new TimeoutException("
"Nalix.Environment\Configuration\ConfigurationManager.cs","219","throw new","throw new ArgumentException("
"Nalix.Environment\Configuration\ConfigurationManager.cs","230","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Environment\Configuration\ConfigurationManager.cs","259","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Environment\Configuration\ConfigurationManager.cs","268","throw new","throw new InvalidOperationException("
"Nalix.Environment\Configuration\ConfigurationManager.cs","418","throw new","throw new TimeoutException(""Another configuration reload/path-change operation is already in progress."");"
"Nalix.Environment\Configuration\ConfigurationManager.cs","440","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Environment\Configuration\ConfigurationManager.cs","458","throw new","throw new InvalidOperationException("
"Nalix.Environment\Configuration\ConfigurationManager.cs","467","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException) when (_isDisposed)"
"Nalix.Environment\Configuration\ConfigurationManager.cs","586","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Environment\Configuration\ConfigurationManager.cs","588","throw;","throw;"
"Nalix.Environment\Configuration\ConfigurationManager.cs","609","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Environment\Configuration\ConfigurationManager.cs","636","catch\s*\(\s*ObjectDisposedException","catch (ObjectDisposedException)"
"Nalix.Environment\Configuration\ConfigurationManager.cs","729","catch\s*\(\s*Exception","catch (Exception ex) when (ExceptionClassifier.IsNonFatal(ex))"
"Nalix.Environment\Configuration\ConfigurationManager.cs","772","throw new","throw new InternalErrorException("
"Nalix.Environment\Configuration\ConfigurationManager.cs","800","throw new","throw new InvalidOperationException("
"Nalix.Environment\Configuration\ConfigurationManager.cs","817","throw new","throw new InvalidOperationException($""Directory creation reported success but directory does not exist: {directory}"");"
"Nalix.Environment\Configuration\ConfigurationManager.cs","822","throw new","throw new UnauthorizedAccessException("
"Nalix.Environment\Configuration\ConfigurationManager.cs","827","throw new","throw new PathTooLongException("
"Nalix.Environment\Configuration\ConfigurationManager.cs","832","throw new","throw new IOException("
