Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
06/06/2026 22:43:46,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/06/2026 22:43:46,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,32
06/06/2026 22:43:46,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,59248
06/06/2026 22:43:46,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,11168
06/06/2026 22:43:46,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,819296
06/06/2026 22:43:46,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,168968192
06/06/2026 22:43:46,System.Runtime,dotnet.assembly.count ({assembly}),Metric,54
06/06/2026 22:43:46,System.Runtime,dotnet.process.memory.working_set (By),Metric,209584128
06/06/2026 22:43:46,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,157895840
06/06/2026 22:43:46,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,524344
06/06/2026 22:43:46,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,688944
06/06/2026 22:43:46,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,2234360
06/06/2026 22:43:46,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,827560
06/06/2026 22:43:46,System.Runtime,dotnet.timer.count ({timer}),Metric,28
06/06/2026 22:43:46,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,4
06/06/2026 22:43:47,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 1 sec),Rate,312
06/06/2026 22:43:47,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 1 sec),Rate,2
06/06/2026 22:43:47,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/06/2026 22:43:47,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,32
06/06/2026 22:43:47,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,59248
06/06/2026 22:43:47,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,11168
06/06/2026 22:43:47,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,819296
06/06/2026 22:43:47,System.Runtime,dotnet.gc.pause.time (s / 1 sec),Rate,0
06/06/2026 22:43:47,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,168968192
06/06/2026 22:43:47,System.Runtime,dotnet.assembly.count ({assembly}),Metric,54
06/06/2026 22:43:47,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 1 sec),Rate,0
06/06/2026 22:43:47,System.Runtime,dotnet.jit.compiled_methods ({method} / 1 sec),Rate,132
06/06/2026 22:43:47,System.Runtime,dotnet.jit.compiled_il.size (By / 1 sec),Rate,15960
06/06/2026 22:43:47,System.Runtime,dotnet.gc.heap.total_allocated (By / 1 sec),Rate,301984
06/06/2026 22:43:47,System.Runtime,dotnet.process.memory.working_set (By),Metric,209584128
06/06/2026 22:43:47,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 1 sec),Rate,0
06/06/2026 22:43:47,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=poh],Metric,157895840
06/06/2026 22:43:47,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=loh],Metric,524344
06/06/2026 22:43:47,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen2],Metric,688944
06/06/2026 22:43:47,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen1],Metric,2234360
06/06/2026 22:43:47,System.Runtime,dotnet.gc.last_collection.heap.size (By)[gc.heap.generation=gen0],Metric,827560
06/06/2026 22:43:47,System.Runtime,dotnet.timer.count ({timer}),Metric,28
06/06/2026 22:43:47,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=user],Rate,0.08337900000000009
06/06/2026 22:43:47,System.Runtime,dotnet.process.cpu.time (s / 1 sec)[cpu.mode=system],Rate,0.003722000000000003
06/06/2026 22:43:47,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen2],Rate,0
06/06/2026 22:43:47,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen0],Rate,0
06/06/2026 22:43:47,System.Runtime,dotnet.gc.collections ({collection} / 1 sec)[gc.heap.generation=gen1],Rate,0
06/06/2026 22:43:47,System.Runtime,dotnet.jit.compilation.time (s / 1 sec),Rate,0.07143889999999997
06/06/2026 22:43:47,System.Runtime,dotnet.process.cpu.count ({cpu}),Metric,4
06/06/2026 22:43:48,System.Runtime,dotnet.thread_pool.work_item.count ({work_item} / 1 sec),Rate,13246
06/06/2026 22:43:48,System.Runtime,dotnet.monitor.lock_contentions ({contention} / 1 sec),Rate,56
06/06/2026 22:43:48,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=poh],Metric,0
06/06/2026 22:43:48,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=loh],Metric,96
06/06/2026 22:43:48,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen2],Metric,7304
06/06/2026 22:43:48,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen1],Metric,79608
06/06/2026 22:43:48,System.Runtime,dotnet.gc.last_collection.heap.fragmentation.size (By)[gc.heap.generation=gen0],Metric,819296
06/06/2026 22:43:48,System.Runtime,dotnet.gc.pause.time (s / 1 sec),Rate,0.032545
06/06/2026 22:43:48,System.Runtime,dotnet.gc.last_collection.memory.committed_size (By),Metric,188317696
06/06/2026 22:43:48,System.Runtime,dotnet.assembly.count ({assembly}),Metric,54
06/06/2026 22:43:48,System.Runtime,dotnet.thread_pool.queue.length ({work_item} / 1 sec),Rate,37
06/06/2026 22:43:48,System.Runtime,dotnet.jit.compiled_methods ({method} / 1 sec),Rate,768
06/06/2026 22:43:48,System.Runtime,dotnet.jit.compiled_il.size (By / 1 sec),Rate,71196
06/06/2026 22:43:48,System.Runtime,dotnet.gc.heap.total_allocated (By / 1 sec),Rate,23644224
06/06/2026 22:43:48,System.Runtime,dotnet.process.memory.working_set (By),Metric,231604224
06/06/2026 22:43:48,System.Runtime,dotnet.thread_pool.thread.count ({thread} / 1 sec),Rate,0
